SIDE,HORIZON_W,STRENGTH_DIRECTION,REVERSAL_DECILE,N,TICKERS,REVERSAL_1W_MEAN,REVERSAL_2W_MEAN,REVERSAL_3W_MEAN,MFE_PCT_MEAN,MFE_PCT_MEDIAN,MAE_PCT_MEAN,MAE_PCT_MEDIAN,SPEED_PCT_PER_WEEK_MEAN,SPEED_PCT_PER_WEEK_MEDIAN,FINAL_DIRECTIONAL_RETURN_PCT_MEAN,FINAL_DIRECTIONAL_RETURN_PCT_MEDIAN,FAVORABLE_WEEKS_MEAN,FAVORABLE_WEEKS_MEDIAN,ADVERSE_WEEKS_MEAN,ADVERSE_WEEKS_MEDIAN,PATH_EFFICIENCY_MEAN,PATH_EFFICIENCY_MEDIAN,HAS_FAVORABLE_MOVE_MEAN,HAS_FAVORABLE_MOVE_MEDIAN
SELL,8,BEAR,4,1883,198,0.022042450659044647,0.06352553059811925,0.14445639808441926,6.1850151811538625,3.952915258928336,10.516250432373193,7.312106862730694,1.7349430870503721,1.0652291328787709,-4.476717991019685,-3.2651488719763755,3.6250663834306955,4.0,4.354753053637812,4.0,0.3684078551652711,0.3293471958585773,0.7440254912373871,1.0
SELL,8,BEAR,5,1882,198,0.026209744235444494,0.09875731070232331,0.1861754395184761,6.608551363365419,4.340653727190052,10.332533108279517,6.974570351578535,1.7292399911509173,1.1698490601417162,-3.280557310590781,-2.0924673035531915,3.6641870350690753,4.0,4.321997874601488,4.0,0.36923183182403496,0.32517080995187514,0.7640807651434643,1.0
SELL,8,BEAR,6,1882,198,0.03417207879790859,0.14572226508160668,0.24603022490109502,6.428521646554856,4.086515593172441,10.086691101822659,7.381031029903296,1.7356902528065994,1.0868294315665994,-3.5637696042766214,-2.582534408865456,3.6121147715196598,4.0,4.371413390010627,4.0,0.3711699187196167,0.33515343560260047,0.7492029755579172,1.0
SELL,8,BEAR,7,1883,198,0.05119533627866906,0.21416310207538494,0.3337562092086935,6.543167472857819,4.27636787532657,9.350024789957775,6.457519531249978,1.673548392595498,1.155014582424343,-2.586805507708372,-1.7634875296446362,3.7089750398300585,4.0,4.274561869357409,4.0,0.36004344740275734,0.318840704903719,0.7721720658523632,1.0
SELL,8,BEAR,8,1882,197,0.09351198126432936,0.3144377653519413,0.4513069484469282,6.5952275924505495,4.4538049656086205,9.47491869439348,6.429147705295701,1.750749993199664,1.163337481053507,-2.6703582380828643,-1.749519800578514,3.7045696068012752,4.0,4.275239107332625,4.0,0.36902812469055124,0.33709989299490845,0.7704569606801275,1.0
SELL,8,BEAR,9,1882,197,0.2184356282586078,0.47998272980108164,0.5959283901599894,6.570455507495306,4.39719562352755,8.8111662640032,6.183811045112908,1.6897097712837823,1.1652299968998554,-1.9588827410680416,-1.4347789921438814,3.6907545164718383,4.0,4.292773645058449,4.0,0.36018199292971365,0.3269076717694718,0.7656748140276302,1.0
SELL,8,BEAR,10,1883,197,0.6000790999852732,0.7110699613069125,0.7650817230146175,6.037188830856397,3.986182709929198,8.21115571292286,5.908492843581281,1.5414990046218142,1.061497622638589,-1.882858772903715,-1.6098528429934866,3.7387148167817315,4.0,4.24907063197026,4.0,0.36740614044132774,0.331664479383262,0.7461497610196495,1.0
SELL,8,BULL,1,2257,191,0.004772985730129525,0.034931161198356084,0.05298463514231862,5.842994288312113,3.8234673659129137,10.076292078265496,6.978264407835155,1.4991209590894925,1.063787188005355,-4.1491886121558474,-2.934121524586386,3.566238369517058,4.0,4.42002658396101,4.0,0.3769081071316452,0.3431916885204784,0.7585290208241028,1.0
SELL,8,BULL,2,2257,197,0.009373174181848364,0.04368852491273954,0.07252520868886228,6.799208751154127,4.515849055435828,8.411593212281998,5.54007126198941,1.6061463979162887,1.193411593760174,-1.613674901709945,-1.0111905332552906,3.787328311918476,4.0,4.19672131147541,4.0,0.3752290949839134,0.3554533075003509,0.7864421798848028,1.0
SELL,8,BULL,3,2256,197,0.012113502084494007,0.05039857534927083,0.08973744835706218,6.694811332203448,4.595522078999798,7.997493822250114,5.561076347058968,1.5923142978983014,1.1071132425832408,-1.3309514599803418,-0.8303106583743558,3.7828014184397163,4.0,4.200797872340425,4.0,0.36090200790559074,0.33554026924414326,0.7805851063829787,1.0
